Respondent,DatabaseWorkedWith
1121,Amazon DynamoDB
1121,Amazon RDS/Aurora
1122,Apache HBase
1122,Apache Hive
1123,SQL Server
1123,MySQL
1123,PostgreSQL
1123,SQLite
1123,Oracle
1124,MongoDB
1124,SQL Server
1124,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
1125,Redis
1125,MySQL
1125,Oracle
1125,Apache Hive
1127,PostgreSQL
1128,PostgreSQL
1129,PostgreSQL
1130,MySQL
1130,MariaDB
1130,Memcached
1135,MySQL
1135,SQLite
1135,Oracle
1137,MongoDB
1137,MySQL
1137,PostgreSQL
1137,MariaDB
1138,SQL Server
1138,MySQL
1138,PostgreSQL
1138,SQLite
1138,Apache Hive
1139,Redis
1139,PostgreSQL
1139,Amazon RDS/Aurora
1139,Elasticsearch
1141,MongoDB
1141,Redis
1141,SQL Server
1141,MySQL
1141,PostgreSQL
1141,SQLite
1141,Oracle
1141,Memcached
1142,MongoDB
1142,Oracle
1142,Google Cloud Storage
1142,Elasticsearch
1145,MongoDB
1145,Redis
1145,SQL Server
1145,MySQL
1146,SQLite
1146,Oracle
1147,SQL Server
1147,MySQL
1147,Oracle
1149,SQL Server
1149,MySQL
1149,PostgreSQL
1150,MongoDB
1150,MySQL
1150,Amazon RDS/Aurora
1150,Google Cloud Storage
1150,Elasticsearch
1151,MongoDB
1151,SQLite
1152,Google BigQuery
1152,Google Cloud Storage
1153,Amazon DynamoDB
1155,Oracle
1156,MySQL
1157,MongoDB
1157,MySQL
1157,PostgreSQL
1157,SQLite
1157,MariaDB
1164,SQL Server
1164,IBM Db2
1164,Google BigQuery
1164,Google Cloud Storage
1178,PostgreSQL
1178,Amazon DynamoDB
1178,Google BigQuery
1179,Cassandra
1179,MongoDB
1179,SQL Server
1179,MySQL
1179,Apache HBase
1179,Elasticsearch
1180,SQL Server
1180,MySQL
1180,PostgreSQL
1180,SQLite
1180,Oracle
1180,Neo4j
1181,MongoDB
1181,Redis
1181,MySQL
1181,Amazon DynamoDB
1181,Elasticsearch
1183,SQL Server
1183,MySQL
1183,SQLite
1185,MongoDB
1185,SQL Server
1188,MySQL
1189,Redis
1189,SQL Server
1189,MySQL
1189,PostgreSQL
1189,SQLite
1189,MariaDB
1189,Memcached
1189,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
1190,Redis
1190,SQL Server
1190,MySQL
1195,Redis
1195,SQL Server
1196,SQL Server
1196,MySQL
1196,SQLite
1196,MariaDB
1198,Cassandra
1198,MongoDB
1198,Redis
1198,MySQL
1198,PostgreSQL
1198,SQLite
1198,Amazon DynamoDB
1198,Apache HBase
1198,Memcached
1198,Amazon Redshift
1198,Amazon RDS/Aurora
1198,Google Cloud Storage
1198,Elasticsearch
1201,MySQL
1202,MySQL
1202,PostgreSQL
1202,Elasticsearch
1205,MongoDB
1205,MySQL
1206,SQL Server
1209,MongoDB
1209,Redis
1209,SQL Server
1209,Oracle
1210,Redis
1210,MySQL
1210,PostgreSQL
1210,SQLite
1211,MySQL
1211,SQLite
1211,Memcached
1212,SQL Server
1212,Oracle
1213,MySQL
1213,Elasticsearch
1215,SQL Server
1215,MySQL
1215,PostgreSQL
1216,SQL Server
1216,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
1217,SQL Server
1219,MongoDB
1219,SQLite
1221,MongoDB
1221,SQL Server
1221,SQLite
1222,PostgreSQL
1224,SQL Server
1224,MySQL
1224,SQLite
1225,MongoDB
1225,Redis
1225,SQL Server
1225,MySQL
1225,PostgreSQL
1225,Elasticsearch
1227,MongoDB
1227,SQL Server
1227,MySQL
1229,MySQL
1230,SQLite
1231,SQL Server
1231,MySQL
1231,PostgreSQL
1231,Oracle
1231,Neo4j
1232,Redis
1232,PostgreSQL
1232,Amazon RDS/Aurora
1232,Elasticsearch
1233,SQL Server
1233,MySQL
1236,MongoDB
1236,SQL Server
1236,MySQL
1238,SQL Server
1238,MySQL
1238,PostgreSQL
1239,MySQL
1239,SQLite
1240,MySQL
1240,PostgreSQL
1240,SQLite
1240,MariaDB
1240,Elasticsearch
1241,SQL Server
1241,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
1242,Redis
1242,SQL Server
1242,MySQL
1242,Amazon DynamoDB
1242,Amazon RDS/Aurora
1242,Elasticsearch
1244,MySQL
1244,SQLite
1246,SQL Server
1247,Redis
1247,SQL Server
1247,MySQL
1247,MariaDB
1247,Amazon RDS/Aurora
1247,Elasticsearch
1248,Cassandra
1248,Redis
1251,MongoDB
1254,MySQL
1254,PostgreSQL
1255,Redis
1255,MySQL
1255,MariaDB
1258,PostgreSQL
1259,SQL Server
1259,MySQL
1259,SQLite
1259,MariaDB
1260,MySQL
1264,Redis
1264,PostgreSQL
1264,SQLite
1264,MariaDB
1265,Redis
1265,MySQL
1265,PostgreSQL
1268,MySQL
1269,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
1274,MongoDB
1274,MySQL
1274,SQLite
1274,Elasticsearch
1275,MongoDB
1275,Redis
1275,SQL Server
1275,MySQL
1275,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
1275,Elasticsearch
1276,MySQL
1276,MariaDB
1276,Memcached
1278,MySQL
1279,SQL Server
1279,SQLite
1279,Oracle
1280,PostgreSQL
1280,SQLite
1280,Amazon RDS/Aurora
1282,PostgreSQL
1282,Neo4j
1285,SQL Server
1286,SQLite
1288,MongoDB
1289,MySQL
1289,PostgreSQL
1289,SQLite
1292,SQL Server
1292,Elasticsearch
1293,MySQL
1293,MariaDB
1295,Cassandra
1295,Google Cloud Storage
1296,SQL Server
1296,MySQL
1297,SQL Server
1297,MySQL
1297,Oracle
1298,MongoDB
1298,PostgreSQL
1298,Elasticsearch
1299,MySQL
1299,Oracle
1299,MariaDB
1306,SQL Server
1306,MySQL
1307,SQL Server
1307,SQLite
1310,Redis
1310,PostgreSQL
1310,Amazon DynamoDB
1310,Amazon RDS/Aurora
1310,Elasticsearch
1311,MongoDB
1311,MySQL
1311,SQLite
1311,MariaDB
1312,MySQL
1312,PostgreSQL
1313,SQL Server
1314,SQL Server
1315,MongoDB
1315,SQL Server
1315,MySQL
1315,Oracle
1316,MySQL
1317,PostgreSQL
1318,MySQL
1318,PostgreSQL
1319,PostgreSQL
1320,MySQL
1321,SQL Server
1321,MySQL
1321,PostgreSQL
1321,MariaDB
1322,MySQL
1322,PostgreSQL
1322,Elasticsearch
1326,PostgreSQL
1331,MySQL
1334,MySQL
1334,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
1336,MongoDB
1336,Redis
1336,SQL Server
1336,MySQL
1336,MariaDB
1336,Amazon RDS/Aurora
1336,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
1337,MongoDB
1337,Redis
1337,MySQL
1337,PostgreSQL
1337,Memcached
1337,Amazon RDS/Aurora
1337,Elasticsearch
1339,SQL Server
1339,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
1341,MongoDB
1341,SQL Server
1341,MySQL
1341,PostgreSQL
1341,Oracle
1341,MariaDB
1341,Amazon Redshift
1341,Google Cloud Storage
1341,Neo4j
1341,Elasticsearch
1342,MariaDB
1343,MySQL
1343,Oracle
1344,Cassandra
1344,SQL Server
1344,MySQL
1345,MySQL
1346,Redis
1346,PostgreSQL
1350,SQL Server
1350,IBM Db2
1351,SQL Server
1352,PostgreSQL
1354,MySQL
1357,MySQL
1357,PostgreSQL
1357,Amazon DynamoDB
1361,MongoDB
1361,Oracle
1361,Elasticsearch
1362,Redis
1362,MySQL
1365,PostgreSQL
1368,MySQL
1370,SQL Server
1370,MySQL
1370,Amazon RDS/Aurora
1371,PostgreSQL
1371,Oracle
1374,MySQL
1376,MongoDB
1376,MySQL
1377,SQL Server
1378,SQL Server
1378,MySQL
1381,MongoDB
1381,SQL Server
1381,MySQL
1381,PostgreSQL
1381,IBM Db2
1381,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
1381,Elasticsearch
1382,SQL Server
1382,PostgreSQL
1382,SQLite
1383,MySQL
1383,Amazon DynamoDB
1383,Memcached
1383,Amazon RDS/Aurora
1383,Elasticsearch
1385,MongoDB
1385,MySQL
1385,PostgreSQL
1385,Neo4j
1385,Elasticsearch
1387,SQL Server
1388,MySQL
1388,MariaDB
1388,Memcached
1391,SQL Server
1393,MySQL
1393,Amazon RDS/Aurora
1395,MySQL
1395,PostgreSQL
1398,SQLite
1398,MariaDB
1400,Oracle
1405,MySQL
1405,PostgreSQL
1405,MariaDB
1405,Elasticsearch
1406,MySQL
1406,Oracle
1406,Elasticsearch
1408,MySQL
1408,Memcached
1410,SQL Server
1412,SQL Server
1413,MongoDB
1413,Redis
1413,MySQL
1413,PostgreSQL
1413,SQLite
1413,Memcached
1413,Elasticsearch
1415,SQL Server
1419,SQL Server
1419,MySQL
1419,PostgreSQL
1420,MongoDB
1420,Redis
1420,MySQL
1422,Cassandra
1422,MongoDB
1422,Redis
1422,MySQL
1423,MongoDB
1424,SQL Server
1425,Redis
1425,MySQL
1426,MySQL
1427,Redis
1427,MySQL
1427,PostgreSQL
1427,MariaDB
1427,Memcached
1427,Elasticsearch
1428,MySQL
1430,SQL Server
1431,MySQL
1432,Redis
1432,SQL Server
1432,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
1433,MongoDB
1433,SQL Server
1433,MySQL
1436,PostgreSQL
1437,MongoDB
1437,Redis
1437,MySQL
1437,PostgreSQL
1442,SQL Server
1442,MariaDB
1443,MongoDB
1443,MySQL
1443,PostgreSQL
1443,Oracle
1446,MongoDB
1446,SQL Server
1448,MySQL
1450,MySQL
1450,SQLite
1450,Oracle
1453,MongoDB
1453,SQL Server
1453,MySQL
1453,Amazon RDS/Aurora
1454,Redis
1454,MySQL
1454,Amazon DynamoDB
1455,SQL Server
1457,SQLite
1458,SQL Server
1459,MySQL
1459,MariaDB
1460,MongoDB
1461,PostgreSQL
1461,MariaDB
1462,MongoDB
1462,MySQL
1462,Google BigQuery
1462,Google Cloud Storage
1464,Redis
1464,MySQL
1464,PostgreSQL
1466,MySQL
1466,MariaDB
1469,Cassandra
1469,MySQL
1469,PostgreSQL
1469,SQLite
1469,Amazon DynamoDB
1471,SQL Server
1471,MySQL
1471,Oracle
1472,SQL Server
1472,MySQL
1472,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
1473,SQL Server
1478,SQL Server
1480,MongoDB
1480,MySQL
1480,PostgreSQL
1481,SQL Server
1483,SQL Server
1483,SQLite
1484,Redis
1484,SQL Server
1484,MySQL
1484,PostgreSQL
1484,SQLite
1484,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
1486,SQL Server
1486,MySQL
1488,SQL Server
1489,MySQL
1489,PostgreSQL
1489,MariaDB
1489,Elasticsearch
1491,SQL Server
1492,SQL Server
1492,Elasticsearch
1493,SQL Server
1493,MySQL
1493,SQLite
1495,Redis
1495,SQL Server
1495,MySQL
1495,SQLite
1495,MariaDB
1495,Amazon RDS/Aurora
1495,Neo4j
1495,Elasticsearch
1498,SQL Server
1498,SQLite
1499,MongoDB
1499,Redis
1499,SQL Server
1499,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
1500,SQL Server
1500,MySQL
1501,MySQL
1501,SQLite
1502,PostgreSQL
1502,Amazon DynamoDB
1503,MongoDB
1503,MySQL
1504,PostgreSQL
1506,Redis
1506,SQL Server
1507,SQL Server
1509,MongoDB
1509,PostgreSQL
1509,SQLite
1510,MongoDB
1510,SQL Server
1510,MySQL
1513,MySQL
1513,PostgreSQL
1516,SQL Server
1517,Cassandra
1517,MongoDB
1517,Redis
1517,SQL Server
1517,MySQL
1517,PostgreSQL
1517,MariaDB
1517,Amazon DynamoDB
1517,Apache HBase
1517,Google BigQuery
1517,Neo4j
1517,Elasticsearch
1519,MySQL
1522,MySQL
1522,PostgreSQL
1522,SQLite
1523,SQL Server
1523,MySQL
1523,Amazon DynamoDB
1523,Amazon RDS/Aurora
1524,SQL Server
1526,SQLite
1527,PostgreSQL
1530,SQL Server
1538,SQL Server
1538,MySQL
1538,PostgreSQL
1538,SQLite
1538,Oracle
1540,SQL Server
1540,MySQL
1540,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
1540,Google Cloud Storage
1541,SQL Server
1543,SQL Server
1544,Redis
1544,PostgreSQL
1544,SQLite
1546,MongoDB
1546,PostgreSQL
1546,SQLite
1547,Redis
1547,SQL Server
1547,MySQL
1547,Elasticsearch
1550,SQL Server
1550,MySQL
1550,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
1551,MongoDB
1551,Redis
1551,SQL Server
1551,MySQL
1551,PostgreSQL
1551,Elasticsearch
1553,MongoDB
1553,PostgreSQL
1554,MongoDB
1554,SQL Server
1554,MySQL
1554,PostgreSQL
1554,Amazon DynamoDB
1554,Amazon RDS/Aurora
1555,Oracle
1557,MongoDB
1557,SQL Server
1557,MySQL
1562,SQL Server
1562,Oracle
1562,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
1562,Elasticsearch
1563,MySQL
1563,PostgreSQL
1563,MariaDB
1565,MongoDB
1565,SQL Server
1567,MongoDB
1567,Redis
1567,PostgreSQL
1567,Elasticsearch
1568,SQL Server
1571,SQL Server
1571,Oracle
1571,Elasticsearch
1579,SQL Server
1579,Amazon RDS/Aurora
1579,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
1581,SQL Server
1581,MySQL
1581,Oracle
1582,SQL Server
1582,MySQL
1582,IBM Db2
1582,Memcached
1583,MySQL
1583,Oracle
1585,SQL Server
1586,SQL Server
1587,Redis
1587,SQL Server
1587,MySQL
1587,PostgreSQL
1587,SQLite
1587,MariaDB
1588,MySQL
1590,Redis
1590,MySQL
1592,SQL Server
1593,MongoDB
1593,Redis
1593,MySQL
1593,MariaDB
1593,Elasticsearch
1594,MongoDB
1594,Oracle
1601,SQL Server
1603,MongoDB
1603,MySQL
1603,SQLite
1603,Neo4j
1605,MySQL
1607,Redis
1607,SQL Server
1607,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
1607,Elasticsearch
1611,Oracle
1612,MongoDB
1612,Redis
1612,MySQL
1613,MySQL
1613,PostgreSQL
1613,SQLite
1616,MongoDB
1616,SQL Server
1616,MySQL
1616,MariaDB
1618,MySQL
1618,Oracle
1618,MariaDB
1619,SQL Server
1619,MySQL
1620,MySQL
1627,SQL Server
1628,MongoDB
1628,Redis
1628,MySQL
1628,PostgreSQL
1628,SQLite
1628,MariaDB
1631,SQL Server
1633,SQL Server
1635,MySQL
1635,PostgreSQL
1637,SQL Server
1640,Cassandra
1640,SQL Server
1640,MySQL
1640,Amazon Redshift
1641,MySQL
1641,PostgreSQL
1642,MongoDB
1642,MySQL
1643,MySQL
1643,PostgreSQL
1645,Redis
1645,SQL Server
1645,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
1646,Redis
1646,SQL Server
1646,MySQL
1648,MySQL
1648,Oracle
1649,MySQL
1650,SQL Server
1653,SQL Server
1653,MySQL
1653,MariaDB
1655,MongoDB
1660,SQL Server
1660,MySQL
1660,SQLite
1660,Oracle
1660,Google Cloud Storage
1663,MySQL
1664,MongoDB
1664,MySQL
1664,MariaDB
1664,Amazon DynamoDB
1664,Elasticsearch
1665,SQLite
1666,MySQL
1667,MongoDB
1667,SQL Server
1667,MySQL
1667,PostgreSQL
1668,MongoDB
1668,PostgreSQL
1672,MongoDB
1672,MySQL
1672,PostgreSQL
1674,Amazon DynamoDB
1676,SQLite
1676,Google Cloud Storage
1677,MySQL
1677,MariaDB
1680,SQL Server
1681,MongoDB
1681,MySQL
1681,PostgreSQL
1682,SQL Server
1682,Apache Hive
1682,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
1684,Redis
1684,SQL Server
1684,MySQL
1684,Elasticsearch
1685,SQL Server
1687,MySQL
1687,PostgreSQL
1688,SQL Server
1688,MySQL
1688,PostgreSQL
1693,MySQL
1694,MySQL
1694,PostgreSQL
1694,Elasticsearch
1695,SQL Server
1695,SQLite
1695,Oracle
1696,Cassandra
1696,MongoDB
1696,MySQL
1696,Oracle
1696,Google Cloud Storage
1697,MongoDB
1697,Redis
1697,SQL Server
1697,PostgreSQL
1697,Oracle
1697,Elasticsearch
1699,MySQL
1702,MongoDB
1702,PostgreSQL
1702,Amazon DynamoDB
1702,Amazon Redshift
1702,Amazon RDS/Aurora
1704,MongoDB
1704,SQL Server
1704,MySQL
1704,PostgreSQL
1704,Google BigQuery
1704,Elasticsearch
1706,Redis
1706,SQL Server
1706,Oracle
1706,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
1707,Redis
1707,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
1710,MongoDB
1710,Redis
1710,MySQL
1710,PostgreSQL
1710,SQLite
1710,MariaDB
1710,Memcached
1710,Elasticsearch
1712,MongoDB
1712,MySQL
1714,SQL Server
1714,MySQL
1716,MySQL
1716,MariaDB
1717,MySQL
1717,PostgreSQL
1717,SQLite
1717,Elasticsearch
1719,Redis
1719,MariaDB
1719,Memcached
1719,Elasticsearch
1720,MongoDB
1720,Redis
1720,MySQL
1722,Redis
1722,MySQL
1722,Amazon DynamoDB
1722,Amazon RDS/Aurora
1722,Elasticsearch
1724,SQL Server
1728,MySQL
1728,SQLite
1728,Google BigQuery
1728,Google Cloud Storage
1729,PostgreSQL
1730,SQL Server
1730,MariaDB
1733,MongoDB
1733,SQL Server
1733,MySQL
1733,SQLite
1733,Oracle
1733,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
1735,SQL Server
1735,MySQL
1735,SQLite
1735,Neo4j
1736,MySQL
1737,MongoDB
1737,Elasticsearch
1738,SQL Server
1738,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
1740,MySQL
1740,PostgreSQL
1741,Cassandra
1741,Amazon Redshift
1742,MySQL
1742,SQLite
1744,PostgreSQL
1746,SQL Server
1746,MySQL
1747,SQL Server
1747,MySQL
1747,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
1749,PostgreSQL
1750,MySQL
1750,PostgreSQL
1750,MariaDB
1750,Google BigQuery
1750,Google Cloud Storage
1750,Elasticsearch
1751,MySQL
1751,Oracle
1752,Redis
1752,MySQL
1752,PostgreSQL
1752,Neo4j
1752,Elasticsearch
1756,SQL Server
1756,MySQL
1756,PostgreSQL
1756,MariaDB
1756,Amazon DynamoDB
1757,SQL Server
1757,MySQL
1757,MariaDB
1758,MongoDB
1758,MySQL
1758,Oracle
1759,Amazon DynamoDB
1759,Amazon Redshift
1759,Elasticsearch
1767,PostgreSQL
1768,SQL Server
1768,MySQL
1768,PostgreSQL
1768,SQLite
1768,Oracle
1768,Elasticsearch
1770,MongoDB
1770,Redis
1770,MySQL
1770,PostgreSQL
1770,SQLite
1770,MariaDB
1771,SQL Server
1771,MySQL
1774,MySQL
1774,PostgreSQL
1774,Oracle
1777,PostgreSQL
1778,SQL Server
1778,MySQL
1778,MariaDB
1779,Redis
1779,MySQL
1779,PostgreSQL
1779,MariaDB
1779,Memcached
1779,Elasticsearch
1780,SQL Server
1781,SQL Server
1781,SQLite
1781,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
1783,MongoDB
1783,SQL Server
1783,MySQL
1784,SQL Server
1786,IBM Db2
1788,MongoDB
1788,PostgreSQL
1788,Oracle
1789,SQL Server
1790,SQL Server
1790,MySQL
1791,PostgreSQL
1791,Amazon Redshift
1795,PostgreSQL
1795,Amazon RDS/Aurora
1796,Cassandra
1796,MongoDB
1796,Redis
1796,MySQL
1796,PostgreSQL
1796,MariaDB
1796,Memcached
1796,Elasticsearch
1797,MongoDB
1797,SQL Server
1797,PostgreSQL
1801,MySQL
1801,Oracle
1802,Redis
1802,SQL Server
1802,PostgreSQL
1802,SQLite
1804,MySQL
1804,SQLite
1805,SQLite
1805,Google Cloud Storage
1807,Redis
1807,MySQL
1807,PostgreSQL
1807,Amazon Redshift
1807,Amazon RDS/Aurora
1807,Elasticsearch
1808,Redis
1808,SQL Server
1808,SQLite
1811,SQLite
1811,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
1813,MongoDB
1813,Redis
1813,MySQL
1813,Oracle
1813,Elasticsearch
1814,Redis
1814,MySQL
1814,Elasticsearch
1816,SQL Server
1816,MySQL
1816,PostgreSQL
1816,Elasticsearch
1819,Redis
1819,SQL Server
1819,Amazon DynamoDB
1821,MySQL
1821,PostgreSQL
1823,MongoDB
1826,MongoDB
1826,Redis
1826,SQL Server
1826,MySQL
1826,PostgreSQL
1828,Redis
1828,MySQL
1828,PostgreSQL
1828,Memcached
1828,Elasticsearch
1831,SQL Server
1831,MySQL
1833,Cassandra
1833,Redis
1833,Apache HBase
1833,Google Cloud Storage
1833,Elasticsearch
1834,MongoDB
1834,MySQL
1835,SQL Server
1835,PostgreSQL
1835,Amazon DynamoDB
1835,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
1836,Cassandra
1836,MongoDB
1836,MySQL
1836,PostgreSQL
1837,SQL Server
1837,MySQL
1837,MariaDB
1839,Redis
1839,SQLite
1839,MariaDB
1842,Redis
1842,PostgreSQL
1843,SQL Server
1843,MySQL
1845,MySQL
1846,Cassandra
1846,MongoDB
1846,SQL Server
1846,MySQL
1846,PostgreSQL
1846,SQLite
1846,Oracle
1846,MariaDB
1846,Apache HBase
1846,Apache Hive
1846,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
1846,Neo4j
1846,Elasticsearch
1848,SQL Server
1849,PostgreSQL
1849,Apache HBase
1853,MySQL
1853,PostgreSQL
1856,MongoDB
1856,SQL Server
1856,PostgreSQL
1857,Cassandra
1857,Elasticsearch
1858,MongoDB
1858,Redis
1858,Oracle
1861,SQL Server
1861,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
1862,SQL Server
1862,PostgreSQL
1862,SQLite
1863,Cassandra
1863,MongoDB
1863,SQL Server
1863,MySQL
1863,PostgreSQL
1863,MariaDB
1863,Amazon DynamoDB
1865,SQL Server
1865,MySQL
1865,PostgreSQL
1865,Oracle
1866,MySQL
1867,MongoDB
1867,SQL Server
1868,MySQL
1868,PostgreSQL
1868,SQLite
1870,SQL Server
1871,MySQL
1872,MongoDB
1872,Redis
1872,PostgreSQL
1873,PostgreSQL
1876,MySQL
1876,Oracle
1876,MariaDB
1876,Amazon DynamoDB
1880,SQL Server
1880,MySQL
1880,Oracle
1880,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
1882,MySQL
1882,Oracle
1882,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
1885,SQL Server
1885,MySQL
1885,Oracle
1886,SQL Server
1886,MySQL
1886,SQLite
1887,SQLite
1890,SQLite
1893,MySQL
1893,MariaDB
1898,PostgreSQL
1898,Amazon Redshift
1898,Google BigQuery
1900,SQL Server
1900,MySQL
1900,Oracle
1902,MySQL
1902,Oracle
1902,IBM Db2
1903,Cassandra
1903,SQL Server
1903,MySQL
1903,Oracle
1903,Apache Hive
1905,MySQL
1905,Amazon DynamoDB
1906,MongoDB
1906,MySQL
1906,PostgreSQL
1906,SQLite
1906,MariaDB
1907,SQL Server
1908,MongoDB
1908,Redis
1908,MySQL
1908,Oracle
1908,MariaDB
1909,MySQL
1909,SQLite
1910,Apache HBase
1911,Redis
1911,SQL Server
1911,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
1912,Redis
1912,MySQL
1912,PostgreSQL
1912,Elasticsearch
1915,SQL Server
1915,MySQL
1917,SQL Server
1918,PostgreSQL
1919,Memcached
1921,MySQL
1924,MongoDB
1924,Redis
1924,SQL Server
1924,MySQL
1924,SQLite
1924,Amazon RDS/Aurora
1924,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
1924,Elasticsearch
1926,SQL Server
1926,MySQL
1928,MySQL
1929,SQL Server
1929,PostgreSQL
1929,Apache Hive
1929,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
1930,SQL Server
1930,MySQL
1930,PostgreSQL
1930,SQLite
1931,Redis
1931,MariaDB
1932,SQL Server
1932,MySQL
1936,Cassandra
1936,MongoDB
1936,Redis
1936,PostgreSQL
1936,Amazon DynamoDB
1936,Elasticsearch
1938,Redis
1938,SQL Server
1938,MySQL
1938,PostgreSQL
1938,SQLite
1938,Elasticsearch
1939,SQL Server
1939,MariaDB
1940,SQL Server
1940,PostgreSQL
1940,Oracle
1941,SQL Server
1941,MySQL
1941,Google BigQuery
1943,MongoDB
1943,SQL Server
1943,MySQL
1943,PostgreSQL
1943,Oracle
1943,Neo4j
1945,SQL Server
1945,Neo4j
1945,Elasticsearch
1947,Redis
1947,SQL Server
1947,MySQL
1947,PostgreSQL
1947,MariaDB
1947,Elasticsearch
1951,SQL Server
1955,MongoDB
1955,MySQL
1956,MongoDB
1956,MySQL
1956,Oracle
1956,IBM Db2
1960,SQL Server
1960,Oracle
1963,SQL Server
1965,MySQL
1967,MongoDB
1967,SQL Server
1967,PostgreSQL
1967,Neo4j
1971,Redis
1971,MySQL
1971,SQLite
1971,MariaDB
1973,MySQL
1973,SQLite
1973,Elasticsearch
1974,SQL Server
1974,Oracle
1975,SQL Server
1975,MySQL
1975,Google Cloud Storage
1978,Cassandra
1978,MongoDB
1978,Redis
1979,Redis
1979,Neo4j
1979,Elasticsearch
1981,Redis
1981,SQL Server
1981,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
1982,PostgreSQL
1987,PostgreSQL
1987,Amazon RDS/Aurora
1988,Neo4j
1991,MongoDB
1991,Redis
1991,SQL Server
1991,MySQL
1991,PostgreSQL
1991,Amazon DynamoDB
1992,SQL Server
1992,Oracle
1992,Amazon DynamoDB
1992,Elasticsearch
1995,Amazon DynamoDB
1997,SQL Server
1997,MySQL
1997,PostgreSQL
1998,SQL Server
1998,Oracle
2000,Redis
2000,SQL Server
2000,MySQL
2000,PostgreSQL
2000,SQLite
2000,Elasticsearch
2002,Redis
2002,MySQL
2002,MariaDB
2002,Elasticsearch
2003,SQL Server
2004,SQLite
2004,IBM Db2
2005,MySQL
2007,SQL Server
2007,SQLite
2007,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
2007,Elasticsearch
2008,SQL Server
2008,MySQL
2010,Redis
2010,MySQL
2010,SQLite
2012,MongoDB
2012,MySQL
2012,MariaDB
2013,SQL Server
2013,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
2013,Elasticsearch
2016,MongoDB
2016,MySQL
2018,MongoDB
2018,Redis
2018,SQL Server
2018,MySQL
2018,PostgreSQL
2018,SQLite
2018,Oracle
2018,Apache HBase
2020,PostgreSQL
2021,SQL Server
2023,SQL Server
2024,MongoDB
2024,Redis
2024,SQL Server
2024,MySQL
2024,PostgreSQL
2024,MariaDB
2024,Memcached
2024,Elasticsearch
2029,SQL Server
2029,MySQL
2031,MongoDB
2031,Redis
2031,PostgreSQL
2031,SQLite
2033,MongoDB
2033,Redis
2033,MySQL
2033,Memcached
2033,Elasticsearch
2035,Cassandra
2035,PostgreSQL
2035,Oracle
2036,MySQL
2037,Redis
2037,SQL Server
2037,"Microsoft Azure (Tables, CosmosDB, SQL, etc)"
2040,Redis
2040,MySQL
2041,MongoDB
2041,Redis
2041,MySQL
2041,PostgreSQL
2041,Memcached
2041,Elasticsearch
2042,SQL Server
2044,PostgreSQL
2045,MySQL
2045,SQLite
2045,Google BigQuery
2046,MySQL
2046,PostgreSQL
2046,MariaDB
2046,Amazon DynamoDB
2047,MySQL
2047,SQLite
2048,MySQL
2048,Memcached
2049,MongoDB
2049,SQL Server
2049,PostgreSQL
2049,Elasticsearch
2051,MySQL
2051,PostgreSQL
2051,Amazon RDS/Aurora
2052,SQL Server
2053,MySQL
2053,PostgreSQL
2055,Cassandra
2055,MongoDB
2055,SQL Server
2055,MySQL
2055,SQLite
2055,Oracle
2055,Memcached
